中文名称,,英文名称,博物馆简介,地理位置,所属省份,所属城市,建造时间,占地面积,博物馆类别,联系电话,相关历史人物或故事,藏品种类,藏品数量,代表藏品名称,代表藏品基本信息,开放时间,门票价格,游玩时长,游玩季节,公交路线,经度,纬度,,,,,,,,,,,,,
洛阳志成酒器博物馆,,Luoyang Zhicheng Wine Museum,"瓷器、陶器等与酒有关的器具，展现了河
洛地区乃至全国酒文化产生和发展历史，
以及中外酒文化交流融合的历史印记。馆
内设有书画院、“志成新安窑”体验馆及
服务。是洛阳晚报小记者夏令营教育基地、新安县实验小学实践教育基地。","河南省洛阳市新安
县郁山国家森林公
园",河南省,洛阳市,2014年,2600,"
文化","13700819207 
13938853952","馆内珍藏万余件历代酒器，由馆长王志成先
生集20多年心血打造而成。","馆内收藏有中外酒器、名人字画
奇石根艺等上万件（套）",10000,汉代青铜匜(yí),"匜，是中国先秦时代汉族礼器之一，
用于沃盥(guàn，泛指洗)之礼，为
客人洗手所用。其形制有点类似于
现在的瓢，前有流，后有鋬(pàn，
器物侧边供手提拿的部分)。为了防
止置放时倾倒，在匜的底部常接铸
有三足、四足，底部平缓一些的无足。",9：00—17：00（周一闭馆）,凭身份证及有效证件免费参观,1小时内,四季皆宜,"在新安县新城乘3路公交车
到土古洞温泉山庄下车，向
南200米即到",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳保险文化博物馆,," Luoyang Insurance Culture Museu
m
","共设中国古代保险思想、吉祥物蕴含保险
寓意、清朝末年保险开办、民国民族保险
崛起、新中国人民保险兴办、改革开放中
的保险业、世界保险之窗、百幅保险书画
展等8个展区，展出包括报刊、保单、邮
品、火花、宣传画、书画、影像等各类与
保险相关的展品千余件，全部展品均系洛
阳大地财险前总经理张天福个人藏品。",高新区创业路与鸿都路口宏矗时代公寓2楼,河南省,洛阳市,2011/4/8,492,行业,暂无,"各个时代，不同公司的保险单、从清末到现代的各
式保险广告，甚至还有保险工作用的相机和摩托车，不来到这所展馆，完全无法想象保险这个行业蕴含这么多内容。张天福告诉记者，他参加工作起，就一直从事保险工作，1984年开始，本着对保险业的热爱，他开始一点一滴的收藏有关保险的一切东西，2011年4月，便在这所普通的民居里建立起保险文化博物馆，至今已经收藏千余件藏品。","馆藏有现代保险历史文化沿革中
的报刊、书籍、保险单、股票、
月份牌(广告)、印纸(税票)、邮
票、徽章、门票、宣传画、书画
影像等十余种门类的藏品。",2000,"20世纪50年代汽车
险保险单","该馆较为系统的展示了中国保险业的发
展历程和保险文化，为公众搭建了一处认识保险、了解保险、学习保险的平台",周一到周五,凭身份证及有效证件免费参观,1小时内,四季皆宜,暂无,112.4137991,34.63460887,,,,,,,,,,,,,
洛阳胜利唐白瓷艺术博物馆,,"Luoyang Shengli Tang White Porce
lain Art Museum
",洛阳瓷器文化源远流长，唐白瓷是洛阳陶瓷史上的华丽篇章。作为国内首家唐白瓷主题博物馆，洛阳唐白瓷艺术博物馆不仅展示了唐白瓷的发展脉络和悠久历史，更能让参观者体会到唐白瓷技艺的传承和创新，切身感受到唐白瓷独特的艺术魅力。,"龙门大道与李屯路
交叉口向西100米",河南省,洛阳市,2013年,15000,文化,0379-65550555,"是中国第一家系统陈列展示唐代官窑白瓷的历史渊
源、传统技艺、文物珍品、高仿复制和现代创意产业发展的高端民营博物馆。","分为古代窑口缩微展示区、陶瓷
文物展示区、大师艺术精品展示
区、传统手工艺展演区、特色工
艺品旅游纪念品展示区和迎宾接
待服务区等8个主题展区。",1470, 花开富贵,"这幅作品上的牡丹枝叶繁茂，昭示着事
业蒸蒸日上；盛开的牡丹雍容馥郁，寓
意生活美好。作品采用平面与立体相结
合、国画与西画相结合、传统与现代相
结合，体现出全方位、多层次的唐白瓷
新艺术表现形式。",周一至周五8:00—17:30,凭身份证及有效证件免费参观,1-2小时,四季皆宜,"可乘53路、60路、67路、
71路、80路、81路、89
路到洛阳天九集团站下车",112.4922026,34.68645686,,,,,,,,,,,,,
洛阳洛卫军品博物馆,,"Luoyang Luowei Military Museum
","洛阳洛卫军品博物馆是经河南省文物局批
准的首家军事类民营博物馆，博物馆2005 年建馆以来先后接待20余万人次，博物馆现馆藏从红军时期到现在三大类九个品种8000余件革命文物。博物馆现有展厅七个，分别是红军时期展厅、抗战时期展厅、日军侵华罪证厅、解放战争厅、抗美援朝厅、军服标志厅、英模厅。","洛阳市西工区红山
乡上寨村（310国
道华山路交叉口向
西1公里）",河南省,洛阳市,2005 年,暂无,历史,"0379-69973331
 13526908140","馆长王洛卫退伍后，怀着对军营的热爱，走
上了军品收藏之路。十几年来，他跑遍大
江南北收集军品，先后收集到包括新四
军手缝的臂章，志愿军服装证、军装、军帽、
帽徽、肩章等多件实物。随着军品的不断增多，
他干脆把自己家改装成了博物馆，对外免费展出。
现馆藏人民军队从红军时期抗战时期解放战争时期抗
美援朝时期等至今的不同历史时期革命文物
五大类8000余件。","博物馆现有展厅七个，分别是红
军时期展厅、抗战时期展厅、
日军侵华罪证厅、解放战争厅、
抗美援朝厅、军服标志厅、英模
厅。",8000,鸭江日记,"这是志愿军战士赵景祥在朝鲜战场上的
日记，记录了其在朝鲜战场上战斗、训练、生活、学习的情景。日记中写道：“于1952年10月14日，上甘岭战斗开始，英雄有黄继光、牛保才……”王洛卫推测，赵景祥可能是黄继光的战友","上午9：00—11:30，下午14:00—
16:00，全年开放",凭身份证及有效证件免费参观,1-2小时,四季皆宜,"火车站、谷水西乘51路公交
车上寨下车即到",112.388152,34.713579,,,,,,,,,,,,,
洛阳华源艺术博物馆,,"Luoyang Huayuan Art Museum
","洛阳华源艺术博物馆藏品包括300余件文
物和300余幅现代中国画。馆藏文物以汉
唐时期的陶瓷器为主，精美的汉代釉陶、
画彩器，唐代崇尚的胖妞画彩俑、色彩
绚丽的唐三彩、优雅的青瓷，都是当时
劳动人民的智慧结晶。馆藏中国现代画作
多以现代著名艺术家作品为主，主要为人
物画，着力于揭示人的精神世界。","洛阳市西工区华源
财富广场B座15楼",河南省,洛阳市,"2015年3月
29日",600,文化,0379-65285098,"该馆兼具文物收藏展览、学术研究、社会教育等
功能，为市民搭建了一处鉴赏汉唐陶瓷文物精品、品评艺术画作的平台","馆藏文物以汉唐时期的陶瓷器为主
汉代陶瓷器涵盖家居饮食、休闲娱
乐等方面，反映了汉代劳动人民丰
富的想象力；唐代文物则主要为唐
三彩，展现了唐朝的盛世景象。书画",6000,汉代褐釉盘口铺首衔环加彩人物陶壶,"该陶壶高43.5厘米，口径23厘米，壶身
最宽处直径37厘米，侈口、束颈、鼓腹、矮筒形平底足，口至腹部有两道边纹，腹部对称塑造两个硕大铺首，虎虎生威，造型敦厚古朴。

　　此壶的特殊之处是，壶身一周在制作时用彩料勾绘几个姿态各异的人物，虽经千年仍能清晰看到因烧制显出的人物画痕迹，由此或可推断，壶上的人物画为早期的釉上彩。","9:00—17:00，全年开放（周日闭
馆）",凭身份证及有效证件免费参观,1-2小时,四季皆宜,"33路、52路、53路、61路、
65路、76路、81路，定鼎
立交桥北站下车",112.4685909,34.67927347,,,,,,,,,,,,,
洛阳星月紫砂文化博物馆,,"Luoyang Crescent Red Sand Culture
 Museum
","洛阳星月紫砂博物馆建筑面积400平方米，
有现代紫砂展厅、南瓜田园展厅、竹子特
色展厅、民国时期展厅、清朝时期展厅、
明朝时期展厅和珍品展厅7个展厅，共展
出该博物馆馆长马宗林潜心收藏的150余
件紫砂壶精品，涵盖了上至明代时期，
下至近现代时期的紫砂精品，其中不乏
中国紫砂壶制壶大师顾景舟、陈鸣远、惠
孟臣等人的佳作。清代南瓜紫砂壶、清代
树墩高壶是该馆镇馆之宝。

","洛阳市瀍河区东
关大街原东关派出
所对面",河南省,洛阳市,"
2015年4月8日","400
",文化,"13721684356 
18137960900","主要展品为洛阳回族知名人士马宗林先生多年来
收藏的紫砂精品",紫砂壶,500,清代南瓜紫砂壶,"该壶高15厘米、宽20厘米，底部款
识为“陈鸣远”。陈鸣远为清初康熙年间人，字鹤峰、鹤屯，石霞山人，又号壶隐，出生于宜兴上袁村的紫砂世家。其父陈子畦是清代制壶名匠。他技艺精湛，善于创新，作品工艺精、古趣强，尤其善于自然类型紫砂壶的制作","上午：9:00—11:30，下午：14:30
—18:00

全年开放（周一闭馆）

",凭身份证及有效证件免费参观,1小时内,四季皆宜,"5/K5路、22路、23路、
18/K18路环线、41路、
K56路、恒大专线、58
路、K9路、16路、42路等",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳钟鼎青铜艺术博物馆,,"Luoyang Zhongding Bronze Art
 Museum
","洛阳钟鼎青铜艺术博物馆成立于2014年
3月，由原洛阳钟鼎古代艺术研究所所长、
青铜器复仿制专家李家琪先生集多年收藏
并出资创办，也是河南省文物局批准的第
一家以青铜器为主旨的专题性民办博物馆   
","高新区滨河北路与
合欢路交叉口北50
米",河南省,洛阳市,2014/3/1,"800
",文化,13603798158,"介绍，博物馆方通过各种途径，搜集数据资料，
把我国流失在美、日、德、法等国博物馆的数十件文物复制出来，其中包括鸟兽纹觥等珍品。",青铜器,333,"牛尊
叔牝（pìn）方彝","“牛尊”，又名牺尊，是古代的一种盛
酒器，出现于殷墟晚期，沿用至西周早
期。由于出现的时间不长，数量也不多
所以非常珍贵。","周一到周六上午9：00——12：00
下午14：00——至16：30
节假日期间博物馆另行通知",凭身份证及有效证件免费参观,1-2小时,四季皆宜,"25路、28路、35路、59路
70路公交车可达附近",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳白河书斋晁氏藏书博物馆,,"Luoyang Baihe Study Cao collection
 Museum
","白河书斋晁氏藏书博物馆是中国首家民间
藏书博物馆。主馆设于洛阳汉魏故城定鼎
门,教育分馆设于伊滨区洛阳师范学院校区
展出面积共1200平方米。馆藏文物36000件。以博物馆创办人晁氏家传及四十余年藏中国古籍文献为主。上起秦汉,下至新中国建立,跨越三千余年。五千余件历代金石文字拓本,再现了中国文化的珍贵遗存,记录了数千年沧桑历史;三万余册古籍文献囊括了一大批",主馆位于洛阳市洛龙区政和路，定鼎门社区大楼三楼；分馆位于洛阳市伊滨区洛阳师范学院历史学院校区,河南省,洛阳市,2014/9/1,600,历史,13903793355,"该馆为市民提供了一处了解珍贵历史书籍的场
所，为古籍爱好者搭建了交流平台，将不断促进河洛文献研究的发展",古籍文献,30000,伊阙佛允碑唐,"高480厘米、宽190厘米.贞观十五年(公
元641年)刻于河南洛阳龙门石窟宾阳洞内。由中书侍郎岑文本撰文褚遂良书。正文共32行，满行51字。计1600余字。碑文主要记述唐太宗第四子魏王李泰为其母文德皇后长孙氏死后做功德而开凿。是碑为早期传世褚书的代表作，唐代名碑，清代中期拓本流传稀少
","9：00—17：00，全年开放（周一
闭馆）",凭身份证及有效证件免费参观,1小时内,四季皆宜,乘29路、97路公交车可达,112.469117,34.627711,,,,,,,,,,,,,
洛阳无篱园石雕艺术博物馆,,"Luoyang Wu Liyuan Stone Carving
 Art Museum
","共设五个展厅：第一展厅为汉代、唐代陶
器、砖、墓志铭等；第二展厅为历代名碑、泰山刻石拓片；第三展厅为当代书法作品馆长王荣立的书法、刻字作品；第四展
厅为精品石雕，由北齐造像题记，经幢、
石佛造像，汉石雕墓门，石壁画等；第五
展厅为民俗实用木器，包括顶子床、条几、八仙桌、匾额、木雕、竹雕等。展馆收藏汉代、唐代、明代、清代和民国时期石雕及瓷器等共504件，几乎涵盖了陈设观赏和家庭实用的所有器型。

","洛阳市伊滨区佃庄
镇金钟寺工业区",河南省,洛阳市,2015/10/1,3500,文化,0379-69613668,"这个博物馆由馆长王荣立自行设计、施工，总投资
600余万元，占地面积约3500平方米。经过数十年收藏，现有藏品504件，品种多种多样，几乎涵盖了陈设观赏和家庭实用的所有器形。博物馆整体设计吸收了苏州园林及徽派建筑风格，建有亭、台、楼、阁、厅、堂、轩、廊之人文景观。整个博物馆从设计到建成历时两年","设五个展厅：第一展厅为汉代、唐代
陶器、砖、墓志铭等；第二展厅为历
代名碑、泰山刻石拓片；第三展厅
为当代书法作品及馆长王荣立的书
法、刻字作品；第四展厅为精品石
雕，由北齐造像题记，经幢、石佛
造像，汉石雕墓门，石壁画等；第
五展厅为民俗实用木器，包括顶子
床、条几、八仙桌、匾额、木雕、
竹雕等。",504,北齐石造像,"该北齐石造像高108厘米、宽84厘米
厚24厘米，三面均雕刻有佛像造型。据专家鉴定，这件石造像应为大型菩萨石雕右侧的护法造像，与龙门石窟部分佛像风格一致，具有较高的研究价值和艺术价值。","上午：9:00——12:00，上午：14:00
——17:30

",凭身份证及有效证件免费参观,1小时内,四季皆宜,"市内乘坐86路、90路公交车
金钟寺站下车即到。龙门高
铁乘坐920路公交车金钟寺
下车即到

",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳古陶文化博物馆,,"uoyang Ancient Pottery Culture Museum
",王现贞介绍，博物馆占地面积1500平方米，收藏仰韶文化时期至明清民国时期的陶器2000余件，藏品包括鼎、豆、灶、罐、瓶、圈等，用于饮食、观赏、陪葬、祭祀等方面造型典雅精巧，质感细腻光滑。藏品按年代大致可分为4个阶段：夏商周时期、秦汉时期宋金元时期、明清时期。,"洛阳嵩县白云大道
翠山街路口",河南省,洛阳市,暂无,"1100
",文化,0379-65233520,"陶器是华夏文明最初的一道曙光。从远古到现代，
经历火与泥熔炼的陶器，一直是中华儿女重要的生产和生活器皿，镌刻着人类丰富的精神情感和文化脉络",收藏、展示、研究古陶为主,2000,早期陶鬲(lì),"古代汉族炊器，新石器时代晚期出现，胎质坚硬，器壁较厚，表面打磨光滑。

　　中国商周时期陶鬲继续流行，形状多为侈(chǐ)口，圆腹，三个袋状足，有的颈部有双耳，用于煮食。

　　","上午8：00—12：00

下午14：00—18：00

全年开放（周一闭馆）


",凭身份证及有效证件免费参观,2小时内,四季皆宜,"县城坐1，2路城市公交车
到花坛下车即到",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳汉画艺术博物馆,,"Luoyang Han Painting Art Museum
","洛阳汉画艺术博物馆位于天子驾六古玩
城老城店四楼，是一家以展示汉代画像砖、石和拓片为主的民营博物馆。",洛阳市中州东路397号,河南省,洛阳市,暂无,暂无,文化,15896620711,"内容囊括了汉代社会生活的方方面面，涵盖历史故
事、神话传说、星象图识、车骑出行、舞乐百戏、武术搏击等",汉代画像砖、石和拓片为主,300,汉画像石拓片《女娲》,从洛阳汉画艺术博物馆收藏的汉画像石拓片《女娲》上，可见女娲人头蛇身，穿着汉代服装，如果忽略蛇身，她就是一位美丽的汉代女子,"上午8:30—12:00，下午14:00—
18:00，
全年开放（周一闭馆）

",凭身份证及有效证件免费参观,1小时内,四季皆宜,暂无,112.4594213,34.62426278,,,,,,,,,,,,,
洛阳汉林古代珍藏博物馆,,"Luoyang Hanlin ancient
 Collection Museum","通过展览，让参观者欣赏到不
同时期、不同种类、纹饰多样
的精美文物，感受源远流长、
影响深远的中华传统文化，
了解中华民族光辉灿烂的
历史文明。

","洛龙区学府街
洛阳第一高级
中学图书馆内",河南省,洛阳市,2014年,13000,文化,0379-69913288,以洛阳为中心的河洛地区是人类的重要发祥地之一。伊川穆店、临汝张湾、渑池任村、洛阳凯旋路等发现的旧石器时代遗存，说明在三十万年前我们的祖先就生息、繁衍在这块土地上。从偃师二里头到涧河东岸二十公里范围内分布的五大都城遗址，是洛阳四千年沧桑巨变的里程碑,"一是明清木雕类展厅，
二是青铜及古钱币展厅，
三是高古瓷器展厅。",5200,"唐代画彩骆驼
唐代三彩马
元代天蓝釉铭文碗 等等","唐三彩马是唐三彩陶器中最常见的题材。
一般作为随葬品，在唐代非常盛行。唐
朝末年，由于国力日衰，三彩陶器生产
开始逐步萎缩，包括三彩马在内的器物
质量大不如前。宋辽时期各地仍有三彩
作坊存在，但工艺和装饰已与唐代三彩
器有了明显的不同。","9：00—17：30，
全年开放","凭本人居民身
份证及有效证
件免费参观",2小时内,四季皆宜,"市内乘72路、
95路公交车",112.441064,34.603299,,,,,,,,,,,,,
洛阳上阳宫文化博物馆,,"Luoyang Shangyang palace
 culture museum","集保管收藏、陈列展示、科学研究、
文化交流于一体，国家三级博物馆。
主体馆位于上阳宫观风殿建筑组团内，由文物馆、珍宝馆及室外大型石刻文物展区等部分组成。","洛阳市西工区滨
河北路上阳宫文
化园内",河南省,洛阳市,2019/4/22,暂无,文化,0379-60660697,上阳宫，唐代离宫之一，高宗时建于洛阳，地处东都洛阳皇城西南、禁苑（隋朝的西苑）之东。上元年间，唐高宗在此处理朝政。公元705年，武则天被儿子唐中宗逼迫退位，之后就居住在上阳宫，直至驾崩。安史之乱时，上阳宫被严重破坏，此后逐渐荒废,"文物馆、珍宝馆及
室外大型石刻文物
展区等",700,唐代白瓷罐,暂未找到,"上午8：30-12：00，
下午14:30-17:30，
全年开放（周一闭馆）

","免费开放，
凭身份证及
有效证件参观",1-2小时,四季皆宜,"市区可乘坐10路、
79路公交车",112.433902,34.65243285,,,,,,,,,,,,,
洛阳百年留声博物馆,,"Luoyang Centennial Liusheng
 Museum","传承红色基因，用声音铭记历史。
洛阳百年留声博物馆收藏20世纪以来各种留声机140台，1880年以来老唱片18000余张（筒），中外经典彩色黑白电影胶片12000余部，其中1978年以前的《新闻简报》电影拷贝近2000余部，它记录了我国从1880年到1990年一百多年的声音和影像历史。洛阳百年留声博物馆在八路军驻洛办事处纪念馆常态化展出“气壮山河”抗战歌曲唱片（史料）展，共陈列展出抗战期间留声机70台，抗战时期发行的老唱片129张，歌曲总和918首，史料77件。2017年6月洛阳百年留声博物馆被洛阳市社科联命名为第一批“洛阳市社会科学普及基地”","洛阳市老城区治安
南街8号院（主馆）
洛阳市九都东路222号洛八办院内（分馆）",河南省,洛阳市,2015年,400,文化,13663889987,"　57岁的张建洛是土生土长的洛阳人，曾在广西边防服役。“那时候就对收藏老唱片、老留声机及战争年代的军品等老物件产生了浓厚的兴趣。”

　　老兵情怀鼓动着张建洛不停地搜罗抗战老歌曲、老唱片。2015年，洛阳百年留声博物馆建成，成为河南首家民营声音博物馆",留声机，老唱片,20140,"16个版本的
《义勇军进行曲》","16个版本的《义勇军进行曲》中，最早
的版本是1935年电影《风云儿女》中的
插曲，最珍贵的为1941年美国黑人歌唱
家保罗·罗伯逊演唱的版本，这也是首张
由外国人用汉语演唱的中国革命歌曲唱片。","上午9：00—12：00，
下午14：30—17：00
全年开放（周一闭馆）

","凭本人居民身
份证及有效证
件免费参观",2-3小时,四季皆宜,"5路、18路、30路、34路、
53路（主馆）
7路、16路、17路、23路、
57路（分馆）",112.4594213,34.62426278,,,,,,,,,,,,,
洛阳九朝刻石文字博物馆,,"Luoyang nine dynasties
 inscription Museum","一家以展示古代石刻与拓片为主的博物馆，
共3层600平方米，展览主题分为历代刻石拓片、元代至民国时期珍贵拓本、精选汉晋砖志，以及刻石印章和工具四部分。馆内收藏了自东汉至民国时期的历代石刻及拓片360种、元代至民国时期的珍贵拓本20种、汉晋砖志35种、刻石印章140种。刻石拓片以展示齐运通编著，中华书局出版的《洛阳新获七朝墓志》登载的藏品拓片为主，刻石拓本以展示元拓颜真卿多宝塔碑贴等传世旧拓为主，砖刻文字部分以东汉至东晋时期砖拓文字为主，刻石印章部分以齐运通所存历年印章原石为主。除此之外，还藏有不少功德碑，十余副石刻楹联也是该馆的一大色。游客在此不仅能欣赏到古代文字与书法艺术，而且能了解其背后一段段鲜为人知的历史。","洛阳市瀍河区马
坡古玩城",河南省,洛阳市,2017年,600,文化,13838807378, 洛阳，素有“九朝古都”的美誉，东周、东汉、曹魏、西晋、北魏、隋、唐、后梁、后唐等朝代先后建都于此。过去，洛阳周围出土大量历朝的碑刻，很多没有受到保护而散落别处。为了保护这些珍贵的石刻文物，宣传古都洛阳悠久的历史文化，齐运通以个人之力筹办这座洛阳九朝刻石文字博物馆,以展示古代石刻与拓片为主,360,"大燕赠魏州都督严复墓
志铭拓片","安史之乱之大燕赠魏州都督严复，
墓志铭拓片，严复乃安禄山狗头军师，
安史之乱的谋划匪首，此志文对深入研
究安史之乱有极高的价值，中书舍人赵骅，撰文，朝议郎彭城县，刘秦，书，丁玩，李谊，刻字","上午9：00—12：00，
下午14：30—17：00
全年开放（周一闭馆）",免费开放,3-4小时,四季皆宜,"从洛阳汽车站进入道南路--环城北路--平等街--五股路--北盟路--连天线--沐霖路，从沐霖路到洛阳九朝刻石文字博
物馆",112.504766,34.72907496,,,,,,,,,,,,,
洛阳平乐正骨博物馆,,Luoyang Pingle Zhenggu Museum,国内首家正骨博物馆。以洛阳平乐正骨技艺和正骨文化为展示主题，将洛阳平乐正骨历代传人使用、收藏的中医正骨文物和正骨技艺展示给世人，让社会公众走近平乐正骨这一国家级非物质文化遗产，了解、认知平乐中医正骨技艺的传承发展历史和平乐正骨历代传人济世救人的医者仁心，以弘扬中国传统中医正骨文化，推动洛阳平乐正骨技艺发展，繁荣中国传统中医文化事业。展厅面积约800平方米，主要展示藏品有平乐正骨历代传人使用过的古本医学典籍、药辗、药瓶、药罐、戥子等428件，明正德年间、清康熙至乾隆等时期医书古籍168册，平乐正骨传人民国时期的医学笔记和新中国成立后的著作、讲义、病案、著作手稿等计159册，还有平乐正骨历代传人使用、收藏的中医正骨的相关文物和生活用品,"洛阳市瀍河区东花
坛正骨医院南100
米",河南省,洛阳市,2015年,800,文化,0379-65199836,该馆以洛阳平乐正骨技艺和正骨文化为展示主题，将洛阳平乐正骨历代传人使用、收藏的中医正骨文物和正骨技艺展示给世人，让社会公众走近平乐正骨这一国家级非物质文化遗产，了解、认知平乐中医正骨技艺的传承发展历史和平乐正骨历代传人济世救人的医者仁心，以弘扬中国传统中医正骨文化，推动洛阳平乐正骨技艺发展，繁荣中国传统中医文化事业。,"以洛阳平乐正骨技艺和正骨文化
为展示主题",755,清代中医柜台,,"上午8：00—12：00，
下午14：00—18：00
全年开放（周一闭馆）

",免费参观,2-3小时,四季皆宜,"乘坐9、41、56、58、64、
79、85路公交车，至熙春
西路站下车即到",112.5102216,34.69678763,,,,,,,,,,,,,
洛阳石画艺术博物馆,,Luoyang Stone Art Museum,洛阳石画艺术博物馆占地面积4002平方米，建筑面积2600平方米，展厅面积1200平方米，现有藏品300件（套），是以收藏、展示、研究石画艺术为主的专题博物馆。馆长是中国石画艺术创始者、石画艺术家杨中有。博物馆以“大美自然”“山水情怀”“人文精神”“石画创作”为主题，共展出数百幅杨中有创作的石画作品。一幅幅作品将中国传统绘画技艺与石材的天然纹路巧妙结合，青山、绿水、朝阳、帆船、松柏、飞鸟等在石面上悉数呈现，石上有画，画中有石，惟妙惟肖。,"洛阳市高新区滨河
北路35号",河南省,洛阳市,2016年,4002平方米,文化,0379-64181188,  洛阳石画艺术博物馆成立于2016年3月，在原杨中有石画艺术馆的基础上改造而成，建筑面积4002平方米，展厅面积1200平方米。场馆面积1200平方米，藏品数量300，陈列内容，主要展出原创石画作品，全免费开发。洛阳石画艺术博物馆的前身是杨中有石画艺术馆，馆长是中国石画艺术创始者、石画艺术家杨中有。,石画,300,《云峰祥瑞图》,1楼展厅中的《云峰祥瑞图》绘制在一整块长2.5米、宽1.5米的大理石上，石面上一道道天然形成的平面纹路经过绘制，变成了嶙峋的山峰。一眼看去，层峦叠嶂，极富立体感，山水亦“入石三分”。,"08:30—17:30
全年开放（周一闭馆）

",免费参观,2-3小时,四季皆宜,暂无,112.4594213,34.62426278,,,,,,,,,,,,,
洛阳市洛阳铲博物馆,,Luoyang shovel Museum,"
洛阳市洛阳铲博物馆占地面积660平方米，建筑面积820平方米，展厅面积440平方米，现有藏品308件（套），以“系统展示洛阳铲系列藏品，用文字、图片、音像、实物等多种展示相结合的方式，多角度展示了洛阳铲在各个历史时期于考古、水文地质勘探、业生产、文物普探、工程建设、科学探险等多方面的广泛用途。对于全新正确认识洛阳铲在世界各地对人类社会文明发展过程中的巨大贡献，弘扬中华民族光辉灿烂的历史文化有重大作用。",位于伊滨区吉庆路6号洛阳师范学院历史文化学院内,河南省,洛阳市,2018年,660,文化,18637954213,“洛阳铲”因出自洛阳而得名。洛阳是华夏文明的发源地之一，有着极其丰富的地下文物资源。伴随着地下文物探秘应运而生的“洛阳铲”，在经历了发展、定型与创新之后，以其操作方便、经济实用、效率高、破坏性小等优点，在全国的重大考古发掘中屡建奇功，发挥了无可替代的作用。,涵盖洛阳铲的雏形期、发展期、成熟期和演变期，收藏有各种形制的洛阳铲、考古用品和考古出土文物,300,"考古报废铲头

　　",暂无,"上午8：00—12：00，
下午14：00—18：00
全年开放（周一闭馆）

",免费参观,1-2小时,四季皆宜,暂无,112.433957,34.715013,,,,,,,,,,,,,
洛阳伊龙砖雕艺术博物馆,,"Luoyang Yilong brick carving 
art museum",人物故事、祥禽瑞兽、仙花芝草、世俗生……置身伊河河畔的伊龙砖雕艺术博物馆内，品味被镌刻在青砖上的文化，《四美图》《鱼跃龙门》《二十四孝》《文昌点斗》《五子登科》《松下对弈》《东坡爱竹》《东坡画竹》……随手可触一段段鲜活的生活场景。伊龙砖雕艺术博物馆占地20余亩，博物馆建筑面积为780㎡，包括文物库房、办公区、展厅、文物保护技术区、公众服务区五大部分，其中展厅面积为500㎡。收藏由汉代至近代砖雕320件（套），按年代可分为两大类：其中汉代至清 210件 ，近代 113 件。,"洛阳市龙门大道龙
门北桥向南200米",河南省,洛阳市,2017年,13333,文化,18903796599,砖雕是古代汉族建筑雕刻中一种重要的艺术形式，形成于北宋，盛行于明清，先民常通过砖雕表达对美好生活的向往,砖雕,320,《魁星点斗》,这件砖雕作品由20余块青砖雕刻作品组成，整件作品保良好，为清代末期的作品,"上午9：30—14：00，
 下午18：00—20：00
周一到周五开放

",免费参观,1小时内,四季皆宜,60路，81路，53路，99路,112.435094,34.41818199,,,,,,,,,,,,,
洛阳烟云涧青铜工艺博物馆,,"Luoyang yanyunjian 
Bronze Art Museum",洛阳烟云涧青铜艺术博物馆是以收藏、展示、研究中国古代青铜铸造工艺及相关的专题性博物馆。馆内收藏了各个时期经典造型的青铜器复仿制品，现有藏品330件（套）。通过实物、图文等形式，详细介绍了中国各个历史时期的青铜器制作技艺特点，全面展示了中国青铜器的发展历程。,"洛阳市伊川县烟涧
村北头",河南省,洛阳市,2010年,暂无,文化,13603886636,烟涧村是一个以制作仿古青铜器闻名全国的古老村落，该村制作青铜器有3000多年的历史。早在夏、商、周时期，烟涧村一带就被王室列为祭祀的宝地，也是青铜器祭器的烧制地，附近曾出土夏代的青铜斝(jiǎ)、青铜爵、商代的“子申父己”铜鼎和青铜车等文物。,青铜器复仿制品,330,铜车马模型,暂无,"上午8：00—12：00，
下午14：00—18：00
周一到周五开放

","凭本人居民身份证及有效证
免费参观",1-2小时,四季皆宜,暂无,112.39054,34.32952899,,,,,,,,,,,,,
洛阳华夏香山文化艺术博物馆,,"Luoyang Huaxia Xiangshan 
Culture and Art Museum",洛阳华夏香山文化艺术博物馆场馆面积1500平方米，上下两层。馆内共有藏品300件，主要包括汉代灰陶三足奁、唐代白胎陶马、兽面白胎镇墓兽、明代持元宝三彩佣、春秋兽足凤纹龙纽平顶盖青铜鼎、汉代青铜机弩、唐代梅花纹青铜镜、宋金灰陶砖雕彩绘二十四孝图、宋金灰陶砖雕花卉》等。,"洛阳市洛龙区龙门
镇龙门石窟龙博两
岸文化广场",河南省,洛阳市,暂无,1500,文化,13603796081,暂无,陶瓷,300,"主要包括汉代灰陶三足奁、
唐代白胎陶马、兽面白胎
镇墓兽、明代持元宝三彩
佣、春秋兽足凤纹龙纽平
顶盖青铜鼎、汉代青铜机
弩、唐代梅花纹青铜镜、
宋金灰陶砖雕彩绘二十四
孝图、宋金灰陶砖雕花卉》等。",暂无,"9：00—17：00，
全年开放（周一闭馆）","凭本人居民身份证及有效证件
免费参观",1小时内,四季皆宜,"81、53、60、99路终点
站向南步行1公里",112.483209,34.567437,,,,,,,,,,,,,
